Pillar Name,Question Title,Choice Title,Question ID,Choice ID,TA_checked,resource_comments
Reliability,REL 8 How do you implement change?,None of these,pillar_3_q09,option_no,No,Choose this if your workload does not follow these best practices.
Reliability,REL 9 How do you back up data?,"P0 Identify and back up all data that needs to be backed up, or reproduce the data from sources",pillar_3_q10,pillar_3_q10choice1,No,"Understand and use the backup capabilities of the data services and resources used by the workload. Most services provide capabilities to back up workload data.
"
Reliability,REL 9 How do you back up data?,P0 Secure and encrypt backups,pillar_3_q10,pillar_3_q10choice2,No,"Control and detect access to backups using authentication and authorization. Prevent and detect if data integrity of backups is compromised using encryption.
"
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,pillar_3_q10,pillar_3_q10choice3,Yes,"Trusted Advisor Checks: 
Amazon RDS Backups opQPADkZvH

Amazon EBS Snapshots H7IgTzjT

* = Suggested but not mandatory

*Amazon S3 Bucket Versioning R365s2Qddf

Details:
Configure backups to be taken automatically based on a periodic schedule informed by the Recovery Point Objective (RPO), or by changes in the dataset. Critical datasets with low data loss requirements need to be backed up automatically on a frequent basis, whereas less critical data where some loss is acceptable can be backed up less frequently.

"
Reliability,REL 9 How do you back up data?,P1 Perform periodic recovery of the data to verify backup integrity and processes,pillar_3_q10,pillar_3_q10choice4,Yes,"Trusted Advisor Checks: 
Amazon RDS Backups

Details:
Validate that your backup process implementation meets your Recovery Time Objectives (RTO) and Recovery Point Objectives (RPO) by performing a recovery test.
"
Reliability,REL 9 How do you back up data?,None of these,pillar_3_q10,option_no,No,Choose this if your workload does not follow these best practices.
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,pillar_3_q11,pillar_3_q11choice1,Yes,"Trusted Advisor Checks: 
ELB Cross-Zone Load Balancing xdeXZKIUy 

Amazon EC2 Availability Zone Balance wuy7G1zxql 

Amazon RDS Multi-AZ f2iK5R6Dep VPN Tunnel Redundancy S45wrEXrLz 

AWS Lambda VPC-enabled Functions without Multi-AZ Redundancy L4dfs2Q4C6

Details:
Distribute workload data and resources across multiple Availability Zones or, where necessary, across AWS Regions. These locations can be as diverse as required.
"
Reliability,REL 10 How do you use fault isolation to protect your workload?,None of these,pillar_3_q11,option_no,No,Choose this if your workload does not follow these best practices.
Reliability,REL 11 How do you design your workload to withstand component failures?,P1 Monitor all components of the workload to detect failures,pillar_3_q12,pillar_3_q12choice1,Yes,"Trusted Advisor Checks: 
Amazon Route 53 Deleted Health Checks

Amazon S3 Bucket Logging

Details:
Continually monitor the health of your workload so that you and your automated systems are aware of failures or degradations as soon as they occur. Monitor for key performance indicators (KPIs) based on business value.
"
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,pillar_3_q12,pillar_3_q12choice2,Yes,"Trusted Advisor Checks: 
Amazon Route 53 Failover Resource Record Sets b73EEdD790

Amazon Comprehend Endpoint Access Risk Cm24dfsM13

Amazon Route 53 High TTL Resource Record Sets C056F80cR3

Amazon Route 53 Deleted Health Checks Cb877eB72b 

Details:
If a resource failure occurs, healthy resources should continue to serve requests. For location impairments (such as Availability Zone or AWS Region), ensure that you have systems in place to fail over to healthy resources in unimpaired locations.
"
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Architect your product to meet availability targets and uptime service level agreements (SLAs),pillar_3_q12,pillar_3_q12choice3,No,"Architect your product to meet availability targets and uptime service level agreements (SLAs). If you publish or privately agree to availability targets or uptime SLAs, verify that your architecture and operational processes are designed to support them.
"
Reliability,REL 11 How do you design your workload to withstand component failures?,None of these,pillar_3_q12,option_no,No,Choose this if your workload does not follow these best practices.
Reliability,REL 12 How do you test reliability?,P2 Use playbooks to investigate failures,pillar_3_q13,pillar_3_q13choice1,No,"Enable consistent and prompt responses to failure scenarios that are not well understood, by documenting the investigation process in playbooks. Playbooks are the predefined steps performed to identify the factors contributing to a failure scenario. The results from any process step are used to determine the next steps to take until the issue is identified or escalated.
"
Reliability,REL 12 How do you test reliability?,P2 Test functional requirements,pillar_3_q13,pillar_3_q13choice2,No,"Use techniques such as unit tests and integration tests that validate required functionality.
"
Reliability,REL 12 How do you test reliability?,None of these,pillar_3_q13,option_no,No,Choose this if your workload does not follow these best practices.
Reliability,REL 13 How do you plan for disaster recovery (DR)?,P2 Define recovery objectives for downtime and data loss,pillar_3_q14,pillar_3_q14choice1,No,"The workload has a recovery time objective (RTO) and recovery point objective (RPO).
"
Reliability,REL 13 How do you plan for disaster recovery (DR)?,P2 Test disaster recovery implementation to validate the implementation,pillar_3_q14,pillar_3_q14choice2,No,"Regularly test failover to your recovery site to verify that it operates properly and that RTO and RPO are met.
"
Reliability,REL 13 How do you plan for disaster recovery (DR)?,None of these,pillar_3_q14,option_no,No,Choose this if your workload does not follow these best practices.
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Reiview the suggestion in Cost Optimization Hub,pillar_4_q01,pillar_4_q01choice1,No,-
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different compute option like  Graviton, AMD, if applicable",pillar_4_q01,pillar_4_q01choice2,No,-
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different compute purchase option like Reserve Instance, Saving Plan, Spot, if applicable",pillar_4_q01,pillar_4_q01choice3,Yes,"Trusted Advisor Checks: 
Savings Plan vZ2c2W1srf 

Amazon EC2 Reserved Instances Optimization cX3c2R1chu"
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,pillar_4_q01,pillar_4_q01choice4,Yes,"Trusted Advisor Checks: 
Amazon ElastiCache Reserved Node Optimization h3L1otH3re 

Amazon OpenSearch Service Reserved Instance Optimization 7ujm6yhn5t 

Amazon Redshift Reserved Node Optimization 1qw23er45t 

Amazon Relational Database Service (RDS) Reserved Instance Optimization 1qazXsw23e "
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different storage option e.g. EBS gp3, s3 storage classes Opensearch ultrawarm etc. if applicable",pillar_4_q01,pillar_4_q01choice5,No,-
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts CloudFront to lower Data Transfer cost, or together CFRC",pillar_4_q01,pillar_4_q01choice6,No,-
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopt Static BGP for china region,pillar_4_q01,pillar_4_q01choice7,No,-
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,None of these,pillar_4_q01,option_no,No,Choose this if your workload does not follow these best practices.
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,pillar_4_q02,pillar_4_q02choice1,Yes,"Trusted Advisor Checks: 
Amazon RDS Idle DB Instances Ti39halfu8

Low Utilization Amazon EC2 Instances Qch7DwouX1

Underutilized Amazon EBS Volumes DAvU99Dc4C

Idle Load Balancers hjLMh88uM8

Unassociated Elastic IP Addresses Z4AUBRNSmz

Underutilized Amazon Redshift Clusters G31sQ1E9U

AWS Lambda Functions with High Error Rates L4dfs2Q3C2

AWS Lambda Functions with Excessive Timeouts L4dfs2Q3C3

Amazon Comprehend Underutilized Endpoints Cm24dfsM12

Amazon EC2 instances over-provisioned for Microsoft SQL Server Qsdfp3A4L1

Amazon EC2 instances consolidation for Microsoft SQL Server Qsdfp3A4L2

Details:
Define and implement a method to track resources and their associations with systems over their lifetime. You can use tagging to identify the workload or function of the resource.
"
Cost optimization,COST 4 How do you decommission resources?,None of these,pillar_4_q02,option_no,No,Choose this if your workload does not follow these best practices.
