Pillar Name,Question Title,Choice Title,Trusted Advisor Checks,Unnamed: 4,CN Notes,Question ID,Choice ID,Trusted Advisor Checks_translated
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,RDS DB clusters should be configured to copy tags to snapshots Hs4Ma3G163,,应配置 RDS DB 群集以将标签复制到快照 Hs4Ma3G163,pillar_1_q06,pillar_1_q06choice4,复制标签到快照的 RDS DB 集群应该进行配置。
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,RDS automatic minor version upgrades should be enabled Hs4Ma3G162,,应启用 RDS 自动小版本升级 Hs4Ma3G162,pillar_1_q06,pillar_1_q06choice4,应该启用 RDS 自动次要版本升级。
Security,SEC 6 How do you protect your compute resources?,P1 Automate compute protection,Amazon RDS engine minor version upgrade is required c1qf5bt003,,需要升级 Amazon RDS 引擎次要版本 c1qf5bt003,pillar_1_q06,pillar_1_q06choice4,亚马逊 RDS 引擎次要版本升级是必需的 c1qf5bt003
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,API Gateway REST API cache data should be encrypted at rest Hs4Ma3G202,,API 网关 REST API 缓存数据应静态加密 Hs4Ma3G202,pillar_1_q08,pillar_1_q08choice2,应该对 API 网关 REST API 缓存数据进行静态加密。Hs4Ma3G202
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Amazon Elasticsearch Service domains should have encryption at-rest enabled Hs4Ma3G197,,Amazon Elasticsearch Service 域应启用静态加密 Hs4Ma3G197,pillar_1_q08,pillar_1_q08choice2,亚马逊 Elasticsearch 服务域应启用静态加密。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,RDS DB instances should have encryption at-rest enabled Hs4Ma3G193,,RDS DB 实例应启用静态加密 Hs4Ma3G193,pillar_1_q08,pillar_1_q08choice2,应启用静态加密的 RDS DB 实例
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,RDS cluster snapshots and database snapshots should be encrypted at rest Hs4Ma3G191,,RDS 集群快照和数据库快照应静态加密 Hs4Ma3G191,pillar_1_q08,pillar_1_q08choice2,应该对 RDS 集群快照和数据库快照进行静态加密。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,S3 buckets should have server-side encryption enabled Hs4Ma3G167,,S3 存储桶应启用服务器端加密 Hs4Ma3G167,pillar_1_q08,pillar_1_q08choice2,S3存储桶应启用服务器端加密。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Elastic File System should be configured to encrypt file data at-rest using AWS KMS Hs4Ma3G159,,应配置 Elastic File System 以使用 AWS KMS Hs4Ma3G159 加密静态文件数据,pillar_1_q08,pillar_1_q08choice2,应该配置 Elastic File System 以使用 AWS KMS Hs4Ma3G159 加密静态文件数据。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Amazon SQS queues should be encrypted at rest Hs4Ma3G136,,Amazon SQS 队列应在静态时加密 Hs4Ma3G136,pillar_1_q08,pillar_1_q08choice2,亚马逊 SQS 队列应该在静止时加密。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,DynamoDB Accelerator (DAX) clusters should be encrypted at rest Hs4Ma3G126,,DynamoDB Accelerator (DAX) 集群应在静态时加密 Hs4Ma3G126,pillar_1_q08,pillar_1_q08choice2,亚马逊 DynamoDB 加速器 (DAX) 集群应该进行静态加密。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,Attached EBS volumes should be encrypted at-rest Hs4Ma3G117,,附加的 EBS 卷应在静态时加密 Hs4Ma3G117,pillar_1_q08,pillar_1_q08choice2,加密静态附加的 EBS 卷 Hs4Ma3G117
Security,SEC 8 How do you protect your data at rest?,P1 Enforce encryption at rest according to the organization encryption requirement,CloudTrail should have encryption at-rest enabled Hs4Ma3G110,,CloudTrail 应启用静态加密 Hs4Ma3G110,pillar_1_q08,pillar_1_q08choice2,云跟踪应该启用静态加密。Hs4Ma3G110
Security,SEC 8 How do you protect your data at rest?,P1 Automate data at rest protection,CloudFront distributions should have a default root object configured Hs4Ma3G200,,CloudFront 发行版应配置默认根对象 Hs4Ma3G200,pillar_1_q08,pillar_1_q08choice3,云前端分发应该配置默认根对象
Security,SEC 8 How do you protect your data at rest?,P1 Automate data at rest protection,RDS DB instances should have deletion protection enabled Hs4Ma3G198,,RDS DB 实例应启用删除保护 Hs4Ma3G198,pillar_1_q08,pillar_1_q08choice3,应启用删除保护的 RDS DB 实例
Security,SEC 8 How do you protect your data at rest?,P1 Automate data at rest protection,RDS clusters should have deletion protection enabled Hs4Ma3G190,,RDS 集群应启用删除保护 Hs4Ma3G190,pillar_1_q08,pillar_1_q08choice3,数据库集群应启用删除保护
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,Amazon RDS Public Snapshots rSs93HQwa1,,Amazon RDS 公有快照 rSs93HQwa1,pillar_1_q08,pillar_1_q08choice4,亚马逊 RDS 公共快照 rSs93HQwa1
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,Amazon EBS Public Snapshots ePs02jT06w,,Amazon EBS 公共快照 ePs02jT06w,pillar_1_q08,pillar_1_q08choice4,亚马逊 EBS 公共快照 ePs02jT06w
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,Amazon S3 Bucket Permissions Pfx0RwqBli,,Amazon S3 存储桶权限 Pfx0RwqBli,pillar_1_q08,pillar_1_q08choice4,亚马逊 S3 存储桶权限 Pfx0RwqBli
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,SSM documents should not be public Hs4Ma3G158,,SSM 文件不应公开 Hs4Ma3G158,pillar_1_q08,pillar_1_q08choice4,不应公开 SSM 文件。
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,"EBS snapshots should not be public, determined by the ability to be restorable by anyone Hs4Ma3G116",,EBS 快照不应公开，这取决于任何人都可以恢复的能力 Hs4Ma3G116,pillar_1_q08,pillar_1_q08choice4,"不应该公开 EBS 快照,因为任何人都可以恢复它们。"
Security,SEC 8 How do you protect your data at rest?,P1 Enforce access control,EC2 instances should use Instance Metadata Service Version 2 (IMDSv2) Hs4Ma3G124,,EC2 实例应使用实例元数据服务版本 2 (IMDSv2) Hs4Ma3G124,pillar_1_q08,pillar_1_q08choice4,EC2实例应使用实例元数据服务版本2(IMDSv2)。
Security,SEC 9 How do you protect your data in transit?,P1 Implement secure key and certificate management,ELB Listener Security a2sEc6ILx,,ELB 侦听器安全 a2sEc6ILx,pillar_1_q09,pillar_1_q09choice1,安全的 ELB 监听器 a2sEc6ILx
Security,SEC 9 How do you protect your data in transit?,P1 Implement secure key and certificate management,CloudFront SSL Certificate on the Origin Server N430c450f2,,源服务器 N430c450f2 上的 CloudFront SSL 证书,pillar_1_q09,pillar_1_q09choice1,原始服务器上的 CloudFront SSL 证书 N430c450f2
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,API Gateway REST API stages should be configured to use SSL certificates for backend authentication,,API Gateway REST API 阶段应配置为使用 SSL 证书进行后端身份验证,pillar_1_q09,pillar_1_q09choice2,API网关REST API阶段应配置为使用SSL证书进行后端身份验证。
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Connections to Amazon Elasticsearch Service domains should be encrypted using TLS 1.2 Hs4Ma3G187,,与 Amazon Elasticsearch Service 域的连接应使用 TLS 1.2 Hs4Ma3G187 加密,pillar_1_q09,pillar_1_q09choice2,连接到 Amazon Elasticsearch Service 域应使用 TLS 1.2 进行加密。
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Classic Load Balancer listeners should be configured with HTTPS or TLS termination Hs4Ma3G182,,Classic Load Balancer 侦听器应配置 HTTPS 或 TLS 终止 Hs4Ma3G182,pillar_1_q09,pillar_1_q09choice2,经典负载均衡器监听器应配置为 HTTPS 或 TLS 终止。
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Classic Load Balancers with SSL/HTTPS listeners should use a certificate provided by AWS Certificate Manager Hs4Ma3G181,,具有 SSL/HTTPS 侦听器的 Classic Load Balancer 应使用 AWS 证书管理器 Hs4Ma3G181 提供的证书,pillar_1_q09,pillar_1_q09choice2,经典负载均衡器使用 SSL/HTTPS 侦听器应使用 AWS Certificate Manager 提供的证书。
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,S3 buckets should require requests to use Secure Socket Layer Hs4Ma3G168,,S3 存储桶应要求请求使用安全套接字层 Hs4Ma3G168,pillar_1_q09,pillar_1_q09choice2,S3 存储桶应该要求使用安全套接层(SSL)进行请求。Hs4Ma3G168
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Elasticsearch domains should encrypt data sent between nodes Hs4Ma3G150,,Elasticsearch 域应该加密节点之间发送的数据 Hs4Ma3G150,pillar_1_q09,pillar_1_q09choice2,加密节点之间发送的数据
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,CloudFront distributions should require encryption in transit Hs4Ma3G107,,CloudFront 分发应要求传输加密 Hs4Ma3G107,pillar_1_q09,pillar_1_q09choice2,云前端分发应该要求在传输过程中进行加密。
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,Connections to Amazon Redshift clusters should be encrypted in transit Hs4Ma3G102,,与 Amazon Redshift 集群的连接应在传输过程中加密 Hs4Ma3G102,pillar_1_q09,pillar_1_q09choice2,连接到 Amazon Redshift 集群应该在传输过程中加密。
Security,SEC 9 How do you protect your data in transit?,P1 Enforce encryption in transit according to the organization encryption requirement,ELB Listener Security a2sEc6ILx,,ELB 侦听器安全 a2sEc6ILx,pillar_1_q09,pillar_1_q09choice2,安全的 ELB 监听器 a2sEc6ILx
Performance,PERF 2 How do you select and use compute resources in your workload?,P1 Configure and right-size compute resources,Large Number of EC2 Security Group Rules Applied to an Instance,,大量 EC2 安全组规则应用于实例,pillar_2_q02,pillar_2_q02choice3,大量的 EC2 安全组规则应用于一个实例
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Overutilized Amazon EBS Magnetic Volumes,,过度利用 Amazon EBS 磁性卷,pillar_2_q03,pillar_2_q03choice2,亚马逊 EBS 磁性卷过度利用
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Amazon EBS Provisioned IOPS (SSD) Volume Attachment Configuration,,Amazon EBS 预配置 IOPS (SSD) 卷附件配置,pillar_2_q03,pillar_2_q03choice2,Amazon EBS 预配置 IOPS (SSD) 卷附加配置
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Amazon EC2 to EBS Throughput Optimization,,Amazon EC2 到 EBS 吞吐量优化,pillar_2_q03,pillar_2_q03choice2,Amazon EC2 到 EBS 吞吐量优化
Performance,"PERF 3 How do you store, manage, and access data in your workload?",P1 Evaluate available configuration options for data store,Amazon EFS Throughput Mode Optimization,,Amazon EFS 吞吐量模式优化,pillar_2_q03,pillar_2_q03choice2,亚马逊 EFS 吞吐量模式优化
Performance,PERF 4 How do you select and configure networking resources in your workload?,P1 Understand how networking impacts performance,Amazon Route 53 Alias Resource Record Sets,,Amazon Route 53 别名资源记录集,pillar_2_q04,pillar_2_q04choice1,亚马逊 Route 53 别名资源记录集
Reliability,REL 1 How do you manage service quotas and constraints?,P1 Monitor and manage quotas,"Service limits checks flagged as Yellow (80%), Red (100%)",,服务限制检查标记为黄色 (80%)、红色 (100%),pillar_3_q01,pillar_3_q01choice1,服务限制检查标记为黄色(80%)、红色(100%)
Reliability,REL 1 How do you manage service quotas and constraints?,P1 Ensure that a sufficient gap exists between the current quotas and the maximum usage to accommodate failover,"Service limits checks flagged as Yellow (80%), Red (100%)",,服务限制检查标记为黄色 (80%)、红色 (100%),pillar_3_q01,pillar_3_q01choice2,服务限制检查标记为黄色(80%)、红色(100%)
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",VPN Tunnel Redundancy S45wrEXrLz,,VPN 隧道冗余 S45wrEXrLz,pillar_3_q03,pillar_3_q03choice1,虚拟专用网隧道冗余 S45wrEXrLz
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",AWS Direct Connect Location Redundancy 8M012Ph3U5,,AWS Direct Connect 位置冗余 8M012Ph3U5,pillar_3_q03,pillar_3_q03choice1,亚马逊云服务直连位置冗余 8M012Ph3U5
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",AWS Direct Connect Virtual Interface Redundancy 4g3Nt5M1Th,,AWS Direct Connect 虚拟接口冗余 4g3Nt5M1Th,pillar_3_q03,pillar_3_q03choice1,亚马逊 AWS Direct Connect 虚拟接口冗余
Reliability,REL 2 How do you plan your network topology?,"P0 Provision redundant connectivity between private networks in the cloud ,  on-premises , cloud to cloud environments",AWS Direct Connect Connection Redundancy 0t121N1Ty3,,AWS Direct Connect 连接冗余 0t121N1Ty3,pillar_3_q03,pillar_3_q03choice1,亚马逊 AWS Direct Connect 连接冗余
Reliability,REL 7 How do you design your workload to adapt to changes in demand?,P1 Use automation when obtaining or scaling resources,Auto Scaling Group Resources 8CNsSllI5v,,Auto Scaling 组资源 8CNsSllI5v,pillar_3_q08,pillar_3_q08choice1,自动扩展组资源
Reliability,REL 7 How do you design your workload to adapt to changes in demand?,P1 Obtain resources upon detection of impairment to a workload,Auto Scaling Group Health Check CLOG40CDO8,,Auto Scaling 组健康检查 CLOG40CDO8,pillar_3_q08,pillar_3_q08choice2,自动扩展组健康检查 CLOG40CDO8
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,Amazon RDS Backups opQPADkZvH,,Amazon RDS 备份 opQPADkZvH,pillar_3_q10,pillar_3_q10choice3,亚马逊 RDS 备份 opQPADkZvH
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,Amazon EBS Snapshots H7IgTzjT,,Amazon EBS 快照 H7IgTzjT,pillar_3_q10,pillar_3_q10choice3,亚马逊 EBS 快照 H7IgTzjT
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,#NAME?,,建议但不强制,pillar_3_q10,pillar_3_q10choice3,无法翻译
Reliability,REL 9 How do you back up data?,P0 Perform data backup automatically,Amazon S3 Bucket Versioning R365s2Qddf,,Amazon S3 存储桶版本控制 R365s2Qddf,pillar_3_q10,pillar_3_q10choice3,亚马逊 S3 存储桶版本控制 R365s2Qddf
Reliability,REL 9 How do you back up data?,P1 Perform periodic recovery of the data to verify backup integrity and processes,Amazon RDS Backups,,Amazon RDS 备份,pillar_3_q10,pillar_3_q10choice4,Amazon RDS 备份
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,ELB Cross-Zone Load Balancing xdeXZKIUy,,ELB 跨区域负载均衡 xdeXZKIUy,pillar_3_q11,pillar_3_q11choice1,跨区域负载均衡
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,Amazon EC2 Availability Zone Balance wuy7G1zxql,,Amazon EC2 可用区余额 wuy7G1zxql,pillar_3_q11,pillar_3_q11choice1,亚马逊 EC2 可用区平衡 wuy7G1zxql
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,Amazon RDS Multi-AZ f2iK5R6Dep VPN Tunnel Redundancy S45wrEXrLz,,Amazon RDS 多可用区 f2iK5R6Dep VPN 隧道冗余 S45wrEXrLz,pillar_3_q11,pillar_3_q11choice1,亚马逊 RDS 多可用区 f2iK5R6Dep VPN 隧道冗余 S45wrEXrLz
Reliability,REL 10 How do you use fault isolation to protect your workload?,P1 Deploy the workload to multiple locations,AWS Lambda VPC-enabled Functions without Multi-AZ Redundancy L4dfs2Q4C6,,不带多可用区冗余的 AWS Lambda VPC 函数 L4dfs2Q4C6,pillar_3_q11,pillar_3_q11choice1,无多可用区冗余的 AWS Lambda VPC 启用函数
Reliability,REL 11 How do you design your workload to withstand component failures?,P1 Monitor all components of the workload to detect failures,Amazon Route 53 Deleted Health Checks,,Amazon Route 53 已删除健康检查,pillar_3_q12,pillar_3_q12choice1,亚马逊 Route 53 已删除的健康检查
Reliability,REL 11 How do you design your workload to withstand component failures?,P1 Monitor all components of the workload to detect failures,Amazon S3 Bucket Logging,,Amazon S3 存储桶日志记录,pillar_3_q12,pillar_3_q12choice1,亚马逊 S3 存储桶日志记录
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Route 53 Failover Resource Record Sets b73EEdD790,,Amazon Route 53 故障转移资源记录集 b73EEdD790,pillar_3_q12,pillar_3_q12choice2,亚马逊 Route 53 故障转移资源记录集 b73EEdD790
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Comprehend Endpoint Access Risk Cm24dfsM13,,Amazon Comprehend 终端访问风险 Cm24dfsM13,pillar_3_q12,pillar_3_q12choice2,亚马逊理解端点访问风险Cm24dfsM13
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Route 53 High TTL Resource Record Sets C056F80cR3,,Amazon Route 53 高 TTL 资源记录集 C056F80cR3,pillar_3_q12,pillar_3_q12choice2,亚马逊 Route 53 高 TTL 资源记录集 C056F80cR3
Reliability,REL 11 How do you design your workload to withstand component failures?,P2 Fail over to healthy resources,Amazon Route 53 Deleted Health Checks Cb877eB72b,,Amazon Route 53 已删除健康检查 Cb877eB72b,pillar_3_q12,pillar_3_q12choice2,亚马逊 Route 53 已删除健康检查 Cb877eB72b
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different compute purchase option like Reserve Instance, Saving Plan, Spot, if applicable",Savings Plan vZ2c2W1srf,,储蓄计划 vZ2c2W1srf,pillar_4_q01,pillar_4_q01choice3,储蓄计划 vZ2c2W1srf
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,"P2 Adopts different compute purchase option like Reserve Instance, Saving Plan, Spot, if applicable",Amazon EC2 Reserved Instances Optimization cX3c2R1chu,,Amazon EC2 预留实例优化 cX3c2R1chu,pillar_4_q01,pillar_4_q01choice3,亚马逊 EC2 预留实例优化
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon ElastiCache Reserved Node Optimization h3L1otH3re,,Amazon ElastiCache 预留节点优化 h3L1otH3re,pillar_4_q01,pillar_4_q01choice4,亚马逊 ElastiCache 预留节点优化
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon OpenSearch Service Reserved Instance Optimization 7ujm6yhn5t,,Amazon OpenSearch 服务预留实例优化 7ujm6yhn5t,pillar_4_q01,pillar_4_q01choice4,亚马逊 OpenSearch 服务预留实例优化
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon Redshift Reserved Node Optimization 1qw23er45t,,Amazon Redshift 预留节点优化 1qw23er45t,pillar_4_q01,pillar_4_q01choice4,亚马逊 Redshift 预留节点优化 1qw23er45t
Cost optimization,COST 0 How do you utilize the following optimizatation tactics?,P2 Adopts different managed service purchase option like Reserve Instance if applicable,Amazon Relational Database Service (RDS) Reserved Instance Optimization 1qazXsw23e,,Amazon Relational Database Service (RDS) 预留实例优化 1qazXsw23e,pillar_4_q01,pillar_4_q01choice4,亚马逊关系数据库服务(RDS)预留实例优化1qazXsw23e
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon RDS Idle DB Instances Ti39halfu8,,Amazon RDS 空闲数据库实例 Ti39halfu8,pillar_4_q02,pillar_4_q02choice1,亚马逊 RDS 空闲数据库实例 Ti39halfu8
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Low Utilization Amazon EC2 Instances Qch7DwouX1,,利用率低的 Amazon EC2 实例 Qch7DwouX1,pillar_4_q02,pillar_4_q02choice1,亚马逊 EC2 实例利用率低
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Underutilized Amazon EBS Volumes DAvU99Dc4C,,未充分利用的 Amazon EBS 卷 DAvU99Dc4C,pillar_4_q02,pillar_4_q02choice1,亚马逊 EBS 卷未充分利用 DAvU99Dc4C
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Idle Load Balancers hjLMh88uM8,,空闲负载均衡器 hjLMh88uM8,pillar_4_q02,pillar_4_q02choice1,空闲负载均衡器
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Unassociated Elastic IP Addresses Z4AUBRNSmz,,未关联的弹性 IP 地址 Z4AUBRNSmz,pillar_4_q02,pillar_4_q02choice1,未关联的弹性 IP 地址 Z4AUBRNSmz
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Underutilized Amazon Redshift Clusters G31sQ1E9U,,未充分利用的 Amazon Redshift 集群 G31sQ1E9U,pillar_4_q02,pillar_4_q02choice1,亚马逊 Redshift 集群利用不足 G31sQ1E9U
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,AWS Lambda Functions with High Error Rates L4dfs2Q3C2,,错误率较高的 AWS Lambda 函数 L4dfs2Q3C2,pillar_4_q02,pillar_4_q02choice1,高错误率的 AWS Lambda 函数
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,AWS Lambda Functions with Excessive Timeouts L4dfs2Q3C3,,超时过多的 AWS Lambda 函数 L4dfs2Q3C3,pillar_4_q02,pillar_4_q02choice1,过度超时的 AWS Lambda 函数
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon Comprehend Underutilized Endpoints Cm24dfsM12,,Amazon Comprehend 未充分利用的终端节点 Cm24dfsM12,pillar_4_q02,pillar_4_q02choice1,亚马逊理解未充分利用的端点Cm24dfsM12
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon EC2 instances over-provisioned for Microsoft SQL Server Qsdfp3A4L1,,Amazon EC2 实例为 Microsoft SQL Server 过度配置 Qsdfp3A4L1,pillar_4_q02,pillar_4_q02choice1,亚马逊 EC2 实例过度配置用于 Microsoft SQL Server Qsdfp3A4L1
Cost optimization,COST 4 How do you decommission resources?,P1 Track resources over their life time,Amazon EC2 instances consolidation for Microsoft SQL Server Qsdfp3A4L2,,适用于 Microsoft SQL Server 的 Amazon EC2 实例整合 Qsdfp3A4L2,pillar_4_q02,pillar_4_q02choice1,Amazon EC2实例整合用于Microsoft SQL Server Qsdfp3A4L2
